broker_id,headquarters,description,offices
38,Cipru,"<p>Soluțiile de tranzacționare ale MAYZUS Investment Company combină cu succes flexibilitatea și ușurința de utilizare cu profesionalismul remarcabil. Platformele noastre de tranzacționare sunt potrivite at&acirc;t pentru traderii &icirc;ncepători c&acirc;t și pentru clienții și investitorii profesioniști. Le oferim utilizatorilor &icirc;ncepători o varietate de materiale educaționale, conturi demo de tranzacționare, conturi LIVE, aplicații ușor de utilizat și suport live 24/5 pentru a ne asigura că și &icirc;ncepătorii se simt confortabil și &icirc;n siguranță &icirc;n timp ce tranzacționează. Pentru clienții mai experimentați, recomandăm conturile MINI, precum și conturile Currenex Classic și Viking. O mare diversitate de instrumente de tranzacționare, precum peste 100 de perechi valutare, mărfuri, CFDuri, acțiuni și futures sunt active pe care le oferim incontestabil.</p>
","Cipru, Mexic, Rusia"
40,Cipru,"<p><img alt="""" src=""upload/Imagini_Descriere/EasyMarkets_description.png"" style=""float:left; height:219px; width:280px"" />easymarkets&reg; este un furnizor de servicii de tranzacționare online. Creat &icirc;n 2003, easymarkets oferă traderilor o experiență de tranzacționare de clasă mondială, &icirc;n peste 160 de țări.</p>

<p>Cu un cont easymarkets, traderii pot tranzacționa peste 175 de produse de la valute, mărfuri și metale p&acirc;nă la opțiuni folosindu-și calculatorul, tableta sau smartphoneul.</p>

<p>easymarkets le oferă traderilor programe de training FX personalizate, specialiști &rdquo;Dealing Room&rdquo;, programe de recompensare ai BI-urilor și oferte competitive și inovatoare pentru parteneri.</p>
","Australia, China, Cipru, Polonia, Marea Britanie"
41,Australia,"<p><img alt="""" src=""/upload/Imagini_Descriere/ICMarkets_description.jpg"" style=""float:left; height:250px; width:300px"" />IC Markets este unul dintre puținii brokeri forex, ce oferă soluții de tranzacționare complete pentru traderi activi și pentru scalperi, precum și pentru traderii care sunt noi pe piața de capital. IC Markets le oferă clienților platforme de tranzacționare de top, conectivitate cu latență scăzută și lichiditate superioară.</p>

<p>IC Markets revoluționează tranzacționarea forex online: traderii online acum au posibilitatea de a obține acces la prețuri și lichiditate care p&acirc;nă acum erau disponibile numai pentru bănci și indivizi foarte bogați.</p>

<p>Echipa noastră de management are experiență semnificativă &icirc;n Forex, CFD-uri și piețe de capital din Asia, Europa și America de Nord.</p>

<p>Această experiență ne-a permis să selectăm cea mai bună soluție tehnologică și să alegem cea mai bună lichiditate disponibilă pe piață.</p>

<p><em><strong>Detaliile specifice companiei furnizate pe această pagină sunt doar &icirc;n scop informativ și nu sunt direcționate către rezidenții unei anumite țări și nu sunt destinate să fie distribuite sau utilizate de către orice persoană din orice țară sau jurisdicție &icirc;n care distribuția sau utilizarea respectivă ar fi contrară prevederilor locale,&nbsp;lege sau regulament. Se pot aplica restricții.</strong></em></p>","Australia, Cipru, Seychelles"
42,Rusia,"<p><img alt="""" src=""upload/Imagini_Descriere/InstaForex_description.jpg"" style=""float:left; height:169px; width:300px"" />Compania InstaForex a fost creată &icirc;n 2007 și &icirc;n prezent este o alegere de top pentru peste 2 milioane de traderi.</p>

<p>Peste 1,000 de clienți &icirc;și deschid conturi la InstaForex &icirc;n fiecare zi. Toți clienții InstaForex au parte de oportunități de tranzacționare eficace pe piața forex, precum și suport tehnic și pentru clienți, &icirc;n cel mai scurt timp.</p>

<p>Prioritatea noastră este de a furniza o varietate de servicii pentru fiecare client &icirc;n orice fază de lucru de la &icirc;nregistrarea unui cont nou p&acirc;nă la retragerea fondurilor.</p>

<p>Condițiile de tranzacționare sunt pe drept considerate printre cele mai bune din lume. Traderii au acces la o mare diversitate de instrumente financiare, &icirc;n număr de peste 500. Tehnologiile avansate și produsele de software de la companii precum MetaQuotes Software, Reuters, Dow Jones și e-Signal sunt disponibile pentru clienții InstaForex. Mai mult dec&acirc;t at&acirc;t, InstaForex a fost printre primii care a deschis conturi pe platforma de tranzacționare MetaTrader 5.</p>
","Armenia, Banglades, Cambodgia, Cehia, China, Coreea de Sud, Egipt, Emiratele Arabe Unite, Georgia, Ghana, Guatemala, India, Indonezia, Kazahstan, Letonia, Lituania, Malaezia, Moldova, Nepal, Nigeria, Pakistan, Peru, Rusia, Slovacia, Tailanda, Tunisia, Ucraina"
44,"Statele Unite ale Americii","<p>FXCM Inc. (NYSE: FXCM) este un furnizor de top de servicii online de tranzacționare Forex, CFDuri, pariuri pe spreaduri și servicii conexe. Misiunea noastră este de ai inspira pe traderii globali prin accesul la cea mai mare și lichidă piață din lume. Oferind cele mai inovatoare instrumente de tranzacționare, angaj&acirc;nd cei mai buni traineri și &icirc;ndeplinind standarde financiare stricte pentru a proteja fondurile traderilor, aspirăm să oferim cea mai bună experiență de tranzacționare online de pe piață.</p>

<p>La sf&acirc;rșitul anilor 1990, un grup masiv de investitori dornici (oameni ca și tine) au dorit să tranzacționeze pe piața forex, dar accesul simplu la piață nu exista. Am &icirc;nceput FXCM &icirc;n 1999 convinși că o experiență unică de tranzacționare online va permite publicului larg, av&acirc;nd acum calculatoare acasă și acces la internet, să facă ceva extraordinar, să tranzacționeze pe piața globală valutară 24 de ore pe zi.</p>

<p>La sf&acirc;rșitul primului an, tranzacționam 250 milioane USD pe lună &ndash; o sumă mică pe l&acirc;ngă cei 435 miliarde USD din prezent, o realizare enormă pentru o industrie nouă.</p>
","Australia, Canada, Chile, Franta, Germania, Grecia, Hong Kong, Israel, Italia, Japonia, Libia, Marea Britanie, Statele Unite ale Americii"
45,"Cipru, Marea Britanie, Maurițius","<p><img alt="""" src=""/upload/Imagini_Descriere/FXTM_description.jpg"" style=""float:left; height:225px; width:400px"" />ForexTime (FXTM) este un broker internațional de forex online. Compania este creația lui Andrey Dashin, un om de afaceri recunoscut pentru profunzimea și spiritul său antreprenorial.</p>

<p>De la &icirc;nființarea FXTM, marca a fost recunoscută continuu de multe dintre cele mai influente organisme de premiere. Aceasta este o dovada angajamentului nostru de a oferi servicii excepționale pentru clienți, condiții de tranzacționare competitive și - mai ales - o experiență de tranzacționare remarcabilă.</p>

<p>Suntem onorați de fiecare premiu pe care &icirc;l primim, &icirc;n timp ce devotamentul nostru față de clienții și partenerii noștri devine mai puternic cu fiecare nou premiu.</p>

<p>Brand-ul FXTM este autorizat și reglementat &icirc;n diferite jurisdicții. ForexTime Limited (<a href=""http://www.forextime.com/eu"">www.forextime.com/eu</a>) este reglementată de Comisia de Valori Mobiliare din Cipru, cu numărul de licență CIF 185/12, licențiat de Autoritatea de Conduită a Sectorului Financiar (FSCA) din Africa de Sud, cu licența FSP nr. 46614. Exinity Limited (<a href=""http://www.forextime.com"">www.forextime.com</a>) este reglementat de Comisia pentru servicii financiare (FSC) din Republica Maurițius cu o licență de dealer de investiții care poartă numărul C113012295. Exinity UK Limited (<a href=""http://www.forextime.com/uk"">www.forextime.com/uk</a>) este autorizată și reglementată de Autoritatea de Supraveghere Financiară din Marea Britanie, numărul de referință 777911.</p>

<p>Obiectivul nostru este să oferim cele mai bune servicii posibile clienților noștri, care sunt principala noastră prioritate și față de care suntem extrem de dedicați.</p>","Africa de Sud, China, Coreea de Sud, Franța, Germania, India, Indonezia, Italia, Malaezia, Nigeria, Polonia, Spania, Thailanda, Turcia"
46,"Marea Britanie, Bahamas, Insulele Virgine Britanice","<p><img alt="""" src=""/upload/Imagini_Descriere/Blackwell_Global.jpg"" style=""float:left"" /></p>

<p>Blackwell Global, fondată &icirc;n 2010, se m&acirc;ndrește cu angajamentul său de a fi cel mai de &icirc;ncredere furnizor de servicii financiare.</p>

<p>Blackwell Global oferă clienților, administratorilor de fonduri și profesioniștilor din industrie capacitatea de a tranzacționa produse precum&nbsp;Forex,&nbsp;Indici&nbsp;și o gamă largă de Mărfuri, inclusiv Metale Prețioase și Petrol.</p>

<p>Echipa Blackwell Global &icirc;nțelege că fiecare trader &icirc;și caută &bdquo;avantajul&rdquo; - motiv pentru care sunt dedicați să oferim traderilor o soluție eficientă, condiții de tranzacționare personalizabile și acces la noi tehnologii care asigură traderilor Blackwell Global acces rapid la mai multe piețe.</p>","Cambodgia, China, Singapore"
47,Cipru,"<p><img alt="""" src=""/upload/Imagini_Descriere/Traders-Trust_description.png"" style=""float:left; height:153px; width:300px"" />Traders-Trust are convingerea că o relație de afaceri pe termen lung poate fi creată doar prin corectitudine și cinste.</p>

<p>&Icirc;n timp ce alți brokeri au ales calea mai profitabilă de a deveni market maker, astfel cre&acirc;nd un conflict de interese &icirc;ntre ei și clienții lor, modelul Traders-Trust de afaceri se bazează pe a oferi execuție prin procesare Straight Through (STP) pentru toți clienții noștri, unde toate ordinele sunt transmise direct pe piață fără intervenția dealer-ului.</p>

<p>Mai mult, principala prioritate a Traders-Trust constă &icirc;n a oferi cea mai bună execuție și prețuri transparente mereu, oferindu-le clienților acces pe piață fără nicio restricție. Traderii se vor bucura de scalping, hedging și roboți la potențial maxim, știind faptul că tranzacția lor va răm&acirc;ne anonimă și va fi executată fără re-cotare.</p>

<p>Traders-Trust.com este operat at&acirc;t de&nbsp;Traders Trust Ltd, care este o companie &icirc;nființată &icirc;n conformitate cu legile din Seychelles cu numărul de &icirc;nregistrare 8429440-1, cu adresa sa &icirc;nregistrată la Room B11, First Floor, Providence Complex, Providence, Mahe, Seychelles. Este autorizată și reglementată de Autoritatea pentru Servicii Financiare (&bdquo;FSA&rdquo;) &icirc;n calitate de Dealer de Valori Mobiliare, titular al Licenței de Dealer de Valori Mobiliare SD141 c&acirc;t și de TTCM Traders Capital Limited (&icirc;n continuare &bdquo;TTCM BM&rdquo; sau &bdquo;Traders Trust&rdquo;) care este o companie cu răspundere limitată, &icirc;ncorporată &icirc;n Bermuda conform secțiunii 14 și 6/132C(1) din Companies Act 1981 și &icirc;nregistrată la Registrul companiilor sub numărul companiei 54135, cu adresa &icirc;nregistrată 5th Floor, Andrew&#39;s Place, 51 Church Street, Hamilton HM 12, Bermuda.</p>","Insulele Bermude, Seychelles"
48,"Insulele Virgine Britanice","<p><img alt="""" src=""upload/Imagini_Descriere/GCMFX_description.png"" style=""float:left; height:150px; width:250px"" />Gallant este un lider global &icirc;n tranzacționare online, specializat &icirc;n tranzacționare Forex at&acirc;t pentru clienți privați, c&acirc;t și instituționali. Gallant operează sub un Model &rdquo;Agency&rdquo; ceea ce &icirc;nseamnă intervenție &rdquo;No Dealing Desk&rdquo;. Această atmosferă de tranzacționare vă asigură un avantaj distinctiv asupra altor brokeri MT4 permiț&acirc;nd ordinelor să fie canalizate direct către furnizorii de lichiditate, care atunci intră &icirc;n competiție pentru fiecare tranzacție. La Gallant, trebuie să &icirc;nțelegeți că noi avem succes numai atunci c&acirc;nd clienții noștri au succes. De aceea, garantăm execuția transparentă și corectă a ordinelor, precum și accesul la o funcționalitate cea mai bună din domeniu, solicitată de traderii interbancari.</p>

<p>Protecția fondurilor dvs. este cea mai mare prioritate a noastră. Gallant este reglementat de Comisia de Servicii Financiare (BVI). Fondurile clienților sunt ținute numai &icirc;n conturi separate la bănci globale de investiții.</p>
","Australia, Canada, China, Insulele Virgine Britanice, Japonia, Malaezia, Marea Britanie"
49,Bulgaria,"<p><em><img alt="""" src=""upload/Imagini_Descriere/Bulbrokers_description.JPG"" style=""float:left; height:120px; width:300px"" />Bulbrokers EAD</em> este membru al Financia Goup &ndash; divizia de servicii financiare a Alfa Finance Holding AD. Alfa Finance Holding este un grup bulgar industrial și financiar, av&acirc;nd următoarele linii de operațiuni: servicii financiare, imobiliare și minereuri industriale. Structura de holding investește de asemenea &icirc;n sectorul logistic, construcții și telecomunicații.</p>

<p>Bulbrokers este reglementat &icirc;n UE de Comisia de Supraveghere Financiară (FSC), &icirc;nregistrat ca instituție financiară de Banca Națională a Bulgariei (BNB) și este supusă reglementării limitate de Autoritatea de Conduită Financiară (FCA) și de Comisia Națională a Valorilor Mobiliare (CNVM).</p>

<p>Este membru al Bursei Bulgare &ndash; Sofia, Depozitarului Central, al Fondului de Compensare al Investitorilor, al Asociației Bulgare de Intermediari de Investiții și este reglementat conform Directivei MiFID.</p>
",Bulgaria
50,"Marea Britanie","<p><img alt="""" src=""upload/Imagini_Descriere/Etx_capital.png"" style=""float:left; height:258px; width:274px"" />La ETX Capital recunoaștem faptul că traderii au un număr semnificativ de opțiuni. Avem un respect sănătos pentru competitorii noștri și nu &icirc;i subestimăm. Cu toate acestea, credem că ETX Capital oferă traderilor o mare varietate de beneficii pe care mulți dintre competitorii noștri nu vor putea să le egaleze.</p>

<p>ETX lucrează continuu pentru a oferi o experiență de tranzacționare flexibilă clienților săi. Căutați oportunități educaționale? ETX Capital vă oferă gratuit asemenea oportunități. Sunteți preocupat de siguranța fondurilor dvs? ETX Capital vă oferă un nivel ridicat de siguranță a contului. Căutați o varietate de piețe, cu condiții favorabile de tranzacționare, servicii de calitate pentru clienți și o capacitate de tranzacționare mobilă? ETX are toate aceste lucruri și mai mult.</p>
","China, Danemarca, Marea Britanie, Spania"
